,doc,token,pos,tag,nerLabel
2181,135,website,NN,O,NEB
2182,135,of,IN,O,Nothing
2183,135,banjo,NN,O,NEB
2184,135,de,FW,O,Nothing
2185,135,spa,FW,O,Nothing
2186,135,a,DT,O,Nothing
2187,135,bank,NN,O,NEO
2188,135,of,IN,O,Nothing
2189,135,spain,NN,O,NEB
2190,135,which,WDT,O,Nothing
2191,135,is,VBZ,O,Nothing
2192,135,the,DT,O,Nothing
2193,135,central,JJ,O,NEB
2194,135,bank,NN,O,NEO
2195,135,of,IN,O,Nothing
2196,135,the,DT,O,Nothing
2197,135,country,NN,O,NEB
2198,135,was,VBD,O,Nothing
2199,135,hit,VBN,O,NEB
2200,135,by,IN,O,Nothing
2201,135,a,DT,O,Nothing
2202,135,distributed,JJ,B-V,Nothing
2203,135,denial,NN,B-ARG1,NEB
2204,135,of,IN,O,Nothing
2205,135,service,NN,O,NEB
2206,135,dos,NNS,O,NEO
2207,135,attack,VBP,O,NEO
2208,135,on,IN,O,Nothing
2209,135,sunday,NN,O,NEB
2210,135,the,DT,O,Nothing
2211,135,at,IN,O,Nothing
2212,136,a,DT,B-ARG0,Nothing
2213,136,new,JJ,I-ARG0,NEB
2214,136,email,NN,I-ARG0,NEI
2215,136,campaign,NN,I-ARG0,NEO
2216,136,carrying,VBG,I-ARG0,Nothing
2217,136,ransom,NNS,I-ARG0,NEB
2218,136,are,VBP,O,Nothing
2219,136,leveraging,VBG,O,Nothing
2220,136,azo,JJ,O,Nothing
2221,136,rule,NN,O,NEB
2222,136,and,CC,O,Nothing
2223,136,targeting,VBG,B-V,Nothing
2224,136,north,JJ,B-ARG1,NEB
2225,136,american,JJ,I-ARG1,Nothing
2226,136,users,NNS,I-ARG1,NEB
2227,136,online,VBP,B-ARGM-LOC,Nothing
2228,136,safety,NN,I-ARGM-LOC,NEB
2229,137,patch,JJ,B-V,NEI
2230,137,pc,NN,B-ARG1,NEB
2231,137,review,NN,I-ARG1,NEI
2232,137,patch,NN,O,NEI
2233,137,pc,NN,O,NEB
2234,137,microsoft,JJ,O,NEB
2235,137,windows,NNS,O,NEO
2236,137,scam,VBP,O,Nothing
2237,137,security,NN,O,NEB
2238,137,vulnerability,NN,O,NEB
2239,137,portable,JJ,O,Nothing
2240,137,app,NN,O,NEB
2241,137,updater,NN,O,NEO
2242,138,android,JJ,O,Nothing
2243,138,apr,NN,O,NEB
2244,138,breaking,VBG,B-V,Nothing
2245,138,vulnerability,NN,B-ARG1,Nothing
2246,138,leaks,NNS,O,Nothing
2247,138,device,NN,O,Nothing
2248,138,data,NNS,O,Nothing
2249,141,crypt,JJ,O,NEB
2250,141,jackets,NNS,O,NEB
2251,141,exploit,VBP,O,Nothing
2252,141,critical,JJ,O,Nothing
2253,141,apache,NN,O,NEB
2254,141,struts,NNS,O,NEI
2255,141,flaw,NN,O,NEO
2256,141,via,IN,O,Nothing
2257,141,in,IN,O,Nothing
2258,141,security,NN,O,NEB
2259,141,mag,NN,O,NEI
2260,141,info,NN,O,NEI
2261,141,sec,NN,O,NEI
2262,141,cube,NN,O,NEI
2263,141,security,NN,O,NEB
2264,141,cube,NN,O,NEI
2265,141,attack,NN,O,NEI
2266,141,hack,NN,O,NEI
2267,141,breach,NN,O,NEI
2268,141,threat,NN,O,NEI
2269,141,dos,NN,O,NEI
2270,141,cube,NN,O,NEI
2271,141,warfare,NN,O,NEI
2272,141,malware,NN,O,NEI
2273,141,ransom,NN,O,NEO
2274,141,are,VBP,O,Nothing
2275,141,cube,JJ,O,NEI
2276,141,warning,VBG,O,NEB
2277,141,phishing,VBG,B-V,NEB
2278,141,spyware,JJ,O,NEB
2279,141,tech,JJ,O,Nothing
2280,141,technology,NN,O,NEB
2281,141,archon,NN,O,NEI
2282,141,sec,NN,O,NEI
2283,142,cracking,VBG,O,Nothing
2284,142,ransom,NN,O,NEB
2285,142,are,VBP,O,Nothing
2286,142,ransom,JJ,B-ARG0,NEB
2287,142,warrior,JJ,I-ARG0,Nothing
2288,142,victims,NNS,I-ARG0,NEB
2289,142,can,MD,B-ARGM-MOD,Nothing
2290,142,now,RB,B-ARGM-TMP,Nothing
2291,142,retrieve,VB,B-V,Nothing
2292,142,files,NNS,B-ARG1,NEB
2293,142,for,IN,B-ARG3,Nothing
2294,142,free,JJ,I-ARG3,Nothing
2295,142,net,NN,I-ARG3,Nothing
2296,144,geddit,NN,O,NEI
2297,144,hack,NN,O,NEI
2298,144,exposes,VBZ,O,Nothing
2299,144,two,CD,O,Nothing
2300,144,factor,NN,O,NEB
2301,144,authentication,NN,O,NEI
2302,144,weakness,NN,O,NEI
2303,144,info,NN,O,NEI
2304,144,sec,NN,O,NEI
2305,144,cube,NN,O,NEI
2306,144,security,NN,O,NEI
2307,144,cube,NN,O,NEI
2308,144,attack,NN,O,NEI
2309,144,hack,NN,O,NEI
2310,144,breach,NN,O,NEI
2311,144,threat,NN,O,NEI
2312,144,dos,NN,O,NEI
2313,144,cube,NN,O,NEI
2314,144,warfare,NN,O,NEI
2315,144,malware,NN,O,NEI
2316,144,ransom,NN,O,NEO
2317,144,are,VBP,O,Nothing
2318,144,cube,JJ,O,NEI
2319,144,warning,VBG,O,NEB
2320,144,phishing,VBG,B-V,NEB
2321,144,spyware,JJ,O,NEB
2322,144,tech,JJ,O,Nothing
2323,144,technology,NN,O,NEB
2324,144,archon,NN,O,NEI
2325,144,sec,NN,O,NEI
2326,145,entire,JJ,O,Nothing
2327,145,microsoft,NN,O,NEB
2328,145,windows,NNS,O,NEO
2329,145,task,VBP,O,Nothing
2330,145,scheduler,NN,O,NEB
2331,145,contains,VBZ,O,Nothing
2332,145,a,DT,O,Nothing
2333,145,local,JJ,O,Nothing
2334,145,privilege,NN,O,NEB
2335,145,escalation,NN,O,NEI
2336,145,vul,NN,O,NEO
2337,145,in,IN,O,Nothing
2338,145,the,DT,O,Nothing
2339,145,alps,JJ,O,NEB
2340,145,interface,NN,O,NEB
2341,145,vulnerability,NN,O,NEB
2342,145,note,VBP,O,Nothing
2343,145,vul,IN,O,NEO
2344,145,906424,CD,O,NEB
2345,145,cube,NN,O,NEB
2346,145,crime,NN,O,NEO
2347,145,us,PRP,O,Nothing
2348,145,cert,VBP,O,Nothing
2349,145,gov,JJ,O,Nothing
2350,145,cube,NN,O,NEB
2351,145,security,NN,O,NEI
2352,145,info,NN,O,NEI
2353,145,sec,NN,O,NEI
2354,145,hackers,NNS,O,NEO
2355,145,risk,VBP,B-V,NEB
2356,145,management,NN,O,NEB
2357,145,caber,NN,O,NEO
2358,146,this,DT,B-ARG1,Nothing
2359,146,vulnerability,NN,I-ARG1,NEB
2360,146,in,IN,I-ARG1,Nothing
2361,146,the,DT,I-ARG1,Nothing
2362,146,download,NN,I-ARG1,NEB
2363,146,ser,NN,I-ARG1,NEO
2364,146,let,VBD,I-ARG1,Nothing
2365,146,component,NN,I-ARG1,NEB
2366,146,of,IN,I-ARG1,Nothing
2367,146,cisco,NN,I-ARG1,NEB
2368,146,web,NN,I-ARG1,NEB
2369,146,app,NN,I-ARG1,NEO
2370,146,was,VBD,O,Nothing
2371,146,discovered,VBN,B-V,Nothing
2372,146,by,IN,B-ARG0,Nothing
2373,146,tenable,JJ,I-ARG0,NEB
2374,146,security,NN,I-ARG0,NEO
2375,147,chinese,JJ,O,Nothing
2376,147,hotel,NN,O,NEB
2377,147,group,NN,O,NEO
2378,147,investigates,VBZ,O,Nothing
2379,147,possible,JJ,O,Nothing
2380,147,leak,NN,O,NEB
2381,147,of,IN,O,Nothing
2382,147,millions,NNS,O,NEB
2383,147,of,IN,O,Nothing
2384,147,guests,NNS,O,NEB
2385,147,data,NNS,O,NEO
2386,147,from,IN,O,Nothing
2387,147,the,DT,O,Nothing
2388,147,article,NN,O,NEB
2389,147,security,NN,O,NEI
2390,147,experts,NNS,O,NEO
2391,147,believe,VBP,O,Nothing
2392,147,the,DT,O,Nothing
2393,147,firms,NNS,O,NEB
2394,147,database,VBP,O,NEB
2395,147,may,MD,O,Nothing
2396,147,have,VB,O,Nothing
2397,147,been,VBN,O,Nothing
2398,147,accidentally,RB,O,Nothing
2399,147,uploaded,JJ,O,Nothing
2400,147,to,TO,O,Nothing
2401,147,the,DT,O,Nothing
2402,147,internet,NN,O,NEB
2403,147,well,NN,O,NEO
2404,147,that,WDT,O,Nothing
2405,147,is,VBZ,O,Nothing
2406,147,one,CD,O,Nothing
2407,147,way,NN,O,NEB
2408,147,to,TO,O,Nothing
2409,147,breach,VB,B-V,NEB
2410,147,data,NNS,B-ARG1,NEO
2411,148,last,JJ,O,Nothing
2412,148,year,NN,O,NEB
2413,148,he,PRP,O,Nothing
2414,148,hacked,VBD,O,Nothing
2415,148,a,DT,O,Nothing
2416,148,voting,NN,O,NEB
2417,148,machine,NN,O,NEO
2418,148,in,IN,O,Nothing
2419,148,mere,JJ,O,Nothing
2420,148,minutes,NNS,O,NEB
2421,148,what,WP,O,Nothing
2422,148,will,MD,B-V,Nothing
2423,148,cars,NNS,O,NEB
2424,148,ten,VB,O,Nothing
2425,148,schumann,JJ,O,Nothing
2426,148,do,VBP,O,Nothing
2427,148,at,IN,O,Nothing
2428,148,black,JJ,O,Nothing
2429,148,at,IN,O,Nothing
2430,148,in,IN,O,Nothing
2431,148,vegas,NN,O,NEB
2432,148,cube,NN,O,NEI
2433,148,security,NN,O,NEO
2434,148,cube,VBP,O,NEI
2435,148,war,NN,O,NEB
2436,148,vulnerability,NN,O,NEI
2437,148,dark,NN,O,NEI
2438,148,reading,NN,O,NEO
2439,149,dos,JJ,O,Nothing
2440,149,attack,NN,O,NEO
2441,149,from,IN,O,Nothing
2442,149,anonymous,JJ,O,Nothing
2443,149,catalonia,NN,O,NEB
2444,149,cripples,NNS,O,NEI
2445,149,bank,NN,O,NEO
2446,149,of,IN,O,Nothing
2447,149,spain,JJ,O,NEB
2448,149,website,JJ,O,Nothing
2449,149,security,NN,O,NEB
2450,149,anonymous,JJ,O,Nothing
2451,149,catalonia,NN,O,NEB
2452,149,catalonia,NN,B-ARG0,NEB
2453,149,read,VBD,B-V,Nothing
2454,149,more,RBR,B-ARGM-EXT,Nothing
2455,150,most,JJS,O,Nothing
2456,150,read,JJ,O,Nothing
2457,150,today,NN,O,NEB
2458,150,microsoft,JJ,O,NEB
2459,150,acknowledges,NNS,O,NEB
2460,150,windows,NNS,B-ARG1,NEO
2461,150,zero,CD,I-ARG1,Nothing
2462,150,day,NN,I-ARG1,NEB
2463,150,vulnerability,NN,I-ARG1,NEO
2464,150,revealed,VBD,B-V,Nothing
2465,150,on,IN,B-ARGM-LOC,Nothing
2466,150,twitter,NN,I-ARGM-LOC,NEB
2467,151,cybersex,NN,B-ARG1,NEB
2468,151,rite,VB,I-ARG1,Nothing
2469,151,critical,JJ,I-ARG1,Nothing
2470,151,vulnerability,NN,I-ARG1,NEB
2471,151,patched,VBN,B-V,Nothing
2472,151,in,IN,B-ARGM-LOC,Nothing
2473,151,pop,NN,I-ARGM-LOC,NEB
2474,151,package,NN,I-ARGM-LOC,NEI
2475,151,repository,NN,I-ARGM-LOC,NEO
2476,152,critical,JJ,O,Nothing
2477,152,vulnerability,NN,O,NEB
2478,152,patched,VBN,O,Nothing
2479,152,in,IN,O,Nothing
2480,152,pop,NN,O,NEB
2481,152,package,NN,O,NEO
2482,152,via,IN,O,Nothing
2483,152,security,NN,O,NEB
2484,152,week,NN,O,NEI
2485,152,info,NN,O,NEI
2486,152,sec,NN,O,NEI
2487,152,cube,NN,O,NEI
2488,152,security,NN,O,NEB
2489,152,cube,NN,O,NEI
2490,152,attack,NN,O,NEI
2491,152,hack,NN,O,NEI
2492,152,breach,NN,O,NEI
2493,152,threat,NN,O,NEI
2494,152,dos,NN,O,NEI
2495,152,cube,NN,O,NEI
2496,152,warfare,NN,O,NEI
2497,152,malware,NN,O,NEI
2498,152,ransom,NN,O,NEO
2499,152,are,VBP,O,Nothing
2500,152,cube,JJ,O,NEI
2501,152,warning,VBG,O,NEB
2502,152,phishing,VBG,B-V,NEB
2503,152,spyware,JJ,O,NEB
2504,152,tech,JJ,O,Nothing
2505,152,technology,NN,O,NEB
2506,152,archon,NN,O,NEI
2507,152,sec,NN,O,NEI
2508,153,third,JJ,O,Nothing
2509,153,party,NN,O,NEB
2510,153,patch,NN,O,NEB
2511,153,released,VBN,O,Nothing
2512,153,for,IN,O,Nothing
2513,153,windows,NNS,O,NEB
2514,153,via,IN,O,Nothing
2515,153,security,NN,O,NEB
2516,153,week,NN,O,NEI
2517,153,info,NN,O,NEI
2518,153,sec,NN,O,NEI
2519,153,cube,NN,O,NEI
2520,153,security,NN,O,NEB
2521,153,cube,NN,O,NEI
2522,153,attack,NN,O,NEI
2523,153,hack,NN,O,NEI
2524,153,breach,NN,O,NEI
2525,153,threat,NN,O,NEI
2526,153,dos,NN,O,NEI
2527,153,cube,NN,O,NEI
2528,153,warfare,NN,O,NEI
2529,153,malware,NN,O,NEI
2530,153,ransom,NN,O,NEO
2531,153,are,VBP,O,Nothing
2532,153,cube,JJ,O,NEI
2533,153,warning,VBG,O,NEB
2534,153,phishing,VBG,B-V,NEB
2535,153,spyware,JJ,O,NEB
2536,153,tech,JJ,O,Nothing
2537,153,technology,NN,O,NEB
2538,153,archon,NN,O,NEI
2539,153,sec,NN,O,NEI
2540,154,bank,NN,B-ARG1,NEB
2541,154,of,IN,I-ARG1,Nothing
2542,154,spain,NN,I-ARG1,NEB
2543,154,hit,VBN,B-V,Nothing
2544,154,by,IN,B-ARG2,Nothing
2545,154,dos,JJ,I-ARG2,NEB
2546,154,attack,NN,I-ARG2,NEO
2547,155,hotel,NN,O,NEO
2548,155,a,DT,O,Nothing
2549,155,please,NN,O,NEB
2550,155,contact,VB,O,Nothing
2551,155,me,PRP,O,Nothing
2552,155,over,IN,O,Nothing
2553,155,email,NN,O,NEB
2554,155,i,NNS,O,NEO
2555,155,have,VBP,O,Nothing
2556,155,found,VBN,O,Nothing
2557,155,a,DT,O,Nothing
2558,155,highly,RB,O,Nothing
2559,155,critical,JJ,O,Nothing
2560,155,vulnerability,NN,O,NEB
2561,155,in,IN,O,Nothing
2562,155,your,PRP$,O,Nothing
2563,155,domain,NN,O,NEB
2564,155,hope,NN,O,NEO
2565,155,you,PRP,B-ARG0,Nothing
2566,155,will,MD,B-ARGM-MOD,Nothing
2567,155,respond,VB,B-V,Nothing
2568,155,asap,JJ,B-ARGM-TMP,NEB
2569,155,hotel,NN,B-ARGM-DIS,NEO
2570,155,a,DT,O,Nothing
2571,157,hacker,NN,B-ARG0,NEB
2572,157,discloses,NNS,B-V,NEO
2573,157,unmatched,JJ,B-ARG1,Nothing
2574,157,windows,NNS,I-ARG1,NEB
2575,157,zero,CD,I-ARG1,Nothing
2576,157,day,NN,I-ARG1,NEB
2577,157,vulnerability,NN,I-ARG1,NEB
2578,157,with,IN,I-ARG1,Nothing
2579,157,pc,NN,I-ARG1,NEB
2580,157,via,IN,B-ARGM-MNR,Nothing
2581,157,theta,NN,I-ARGM-MNR,NEB
2582,157,kernels,NNS,I-ARGM-MNR,NEO
2583,158,i,NN,B-ARG0,NEB
2584,158,could,MD,B-ARGM-MOD,Nothing
2585,158,launch,VB,B-V,Nothing
2586,158,exabyte,JJ,B-ARG1,NEB
2587,158,attacks,NNS,I-ARG1,NEO
2588,158,as,IN,B-ARGM-ADV,Nothing
2589,158,well,RB,I-ARGM-ADV,Nothing
2590,159,yet,RB,O,Nothing
2591,159,it,PRP,O,Nothing
2592,159,is,VBZ,O,Nothing
2593,159,an,DT,O,Nothing
2594,159,open,JJ,O,Nothing
2595,159,network,NN,O,NEB
2596,159,without,IN,O,Nothing
2597,159,any,DT,O,Nothing
2598,159,encryption,NN,O,NEB
2599,159,man,NN,O,NEO
2600,159,in,IN,O,Nothing
2601,159,the,DT,O,Nothing
2602,159,middle,NN,O,NEB
2603,159,is,VBZ,O,Nothing
2604,159,the,DT,O,Nothing
2605,159,most,RBS,O,Nothing
2606,159,powerful,JJ,O,Nothing
2607,159,weapon,NN,O,NEB
2608,159,of,IN,O,Nothing
2609,159,hackers,NNS,O,NEB
2610,159,apart,RB,O,Nothing
2611,159,from,IN,O,Nothing
2612,159,dos,NN,O,NEB
2613,159,there,EX,O,Nothing
2614,159,is,VBZ,O,Nothing
2615,159,no,DT,O,Nothing
2616,159,working,VBG,O,Nothing
2617,159,dos,NN,O,NEB
2618,159,protection,NN,O,NEO
2619,159,if,IN,O,Nothing
2620,159,your,PRP$,O,Nothing
2621,159,carrier,NN,O,NEB
2622,159,or,CC,O,Nothing
2623,159,your,PRP$,O,Nothing
2624,159,router,NN,O,NEB
2625,159,is,VBZ,O,Nothing
2626,159,vulnerable,JJ,O,Nothing
2627,159,and,CC,O,Nothing
2628,159,both,DT,O,Nothing
2629,159,are,VBP,O,Nothing
2630,159,vulnerable,JJ,O,Nothing
2631,159,i,JJ,B-ARG0,NEB
2632,159,easily,RB,B-ARGM-MNR,Nothing
2633,159,overload,VBP,B-V,NEB
2634,159,a,DT,B-ARG1,Nothing
2635,159,cheap,JJ,I-ARG1,NEB
2636,159,router,NN,I-ARG1,NEB
2637,159,with,IN,B-ARG2,Nothing
2638,159,of,IN,I-ARG2,Nothing
2639,159,tbs,NN,I-ARG2,NEB
2640,160,with,IN,B-ARGM-MNR,Nothing
2641,160,a,DT,I-ARGM-MNR,Nothing
2642,160,giant,JJ,I-ARGM-MNR,NEB
2643,160,botnet,NN,I-ARGM-MNR,NEO
2644,160,you,PRP,B-ARG0,Nothing
2645,160,can,MD,B-ARGM-MOD,Nothing
2646,160,brute,VB,B-V,Nothing
2647,160,force,NN,O,NEB
2648,160,it,PRP,B-ARG1,Nothing
2649,161,unofficial,JJ,B-ARG0,NEB
2650,161,patch,NN,I-ARG0,NEB
2651,161,available,JJ,I-ARG0,Nothing
2652,161,for,IN,I-ARG0,Nothing
2653,161,latest,JJS,I-ARG0,Nothing
2654,161,windows,NNS,I-ARG0,NEB
2655,161,zero,CD,I-ARG0,Nothing
2656,161,day,NN,I-ARG0,NEB
2657,161,exploit,CC,I-ARG0,NEB
2658,161,while,IN,I-ARG0,Nothing
2659,161,microsoft,NN,I-ARG0,NEB
2660,161,is,VBZ,I-ARG0,Nothing
2661,161,still,RB,I-ARG0,Nothing
2662,161,working,VBG,I-ARG0,Nothing
2663,161,on,IN,I-ARG0,Nothing
2664,161,fixing,VBG,I-ARG0,Nothing
2665,161,a,DT,I-ARG0,Nothing
2666,161,recently,RB,I-ARG0,Nothing
2667,161,disclosed,VBN,I-ARG0,Nothing
2668,161,privilege,NN,I-ARG0,NEB
2669,161,escalation,NN,I-ARG0,NEI
2670,161,vulnerability,NN,I-ARG0,NEO
2671,161,in,IN,I-ARG0,Nothing
2672,161,windows,NNS,I-ARG0,NEB
2673,161,security,NN,I-ARG0,NEI
2674,161,firm,NN,I-ARG0,NEO
2675,161,across,IN,I-ARG0,Nothing
2676,161,security,NN,I-ARG0,NEI
2677,161,has,VBZ,O,Nothing
2678,161,stepped,VBN,O,Nothing
2679,161,in,IN,O,Nothing
2680,161,to,TO,O,Nothing
2681,161,provide,VB,B-V,Nothing
2682,161,a,DT,B-ARG1,Nothing
2683,161,temporary,JJ,I-ARG1,NEB
2684,161,patch,NN,I-ARG1,NEB
2685,161,for,IN,I-ARG1,Nothing
2686,161,the,DT,I-ARG1,Nothing
2687,162,cracking,VBG,O,Nothing
2688,162,ransom,NN,O,NEB
2689,162,are,VBP,O,Nothing
2690,162,ransom,JJ,B-ARG0,NEB
2691,162,warrior,JJ,I-ARG0,Nothing
2692,162,victims,NNS,I-ARG0,NEB
2693,162,can,MD,B-ARGM-MOD,Nothing
2694,162,now,RB,B-ARGM-TMP,Nothing
2695,162,retrieve,VB,B-V,Nothing
2696,162,files,NNS,B-ARG1,NEB
2697,162,for,IN,B-ARGM-MNR,Nothing
2698,162,free,JJ,I-ARGM-MNR,NEB
2699,163,cracking,VBG,O,Nothing
2700,163,ransom,NN,O,NEB
2701,163,are,VBP,O,Nothing
2702,163,ransom,JJ,B-ARG0,NEB
2703,163,warrior,JJ,I-ARG0,Nothing
2704,163,victims,NNS,I-ARG0,NEB
2705,163,can,MD,B-ARGM-MOD,Nothing
2706,163,now,RB,B-ARGM-TMP,Nothing
2707,163,retrieve,VB,B-V,Nothing
2708,163,files,NNS,B-ARG1,NEB
2709,163,for,IN,B-ARGM-MNR,Nothing
2710,163,free,JJ,I-ARGM-MNR,NEB
2711,163,via,IN,B-ARGM-MNR,Nothing
2712,163,net,JJ,I-ARGM-MNR,NEB
2713,163,amp,NN,I-ARGM-MNR,NEO
2714,164,windows,NNS,B-ARG0,NEB
2715,164,of,IN,I-ARG0,Nothing
2716,164,zero,CD,I-ARG0,Nothing
2717,164,day,NN,I-ARG0,NEB
2718,164,vulnerability,NN,I-ARG0,NEO
2719,164,find,VBP,B-V,Nothing
2720,164,out,RP,O,Nothing
2721,164,more,RBR,B-ARG1,Nothing
2722,164,here,RB,B-ARGM-LOC,Nothing
2723,165,grilled,VBN,O,Nothing
2724,165,same,JJ,O,Nothing
2725,165,person,NN,O,NEB
2726,165,owns,VBZ,O,Nothing
2727,165,breezy,NN,O,NEB
2728,165,networks,NNS,O,NEO
2729,165,with,IN,O,Nothing
2730,165,another,DT,O,Nothing
2731,165,person,NN,O,NEB
2732,165,on,IN,O,Nothing
2733,165,email,NN,O,NEB
2734,165,delian,NN,O,NEO
2735,165,a,DT,O,Nothing
2736,165,of,IN,O,Nothing
2737,165,hot,JJ,O,Nothing
2738,165,mail,NN,O,NEB
2739,165,com,NN,O,NEO
2740,165,who,WP,B-R-ARG0,Nothing
2741,165,owns,VBZ,B-V,Nothing
2742,165,botnet,NN,B-ARG1,NEB
2743,165,digital,NN,I-ARG1,NEO
2744,166,hacker,NN,O,NEB
2745,166,fail,VBD,O,Nothing
2746,166,the,DT,B-ARG0,Nothing
2747,166,hackers,NNS,I-ARG0,NEB
2748,166,behind,IN,I-ARG0,Nothing
2749,166,ransom,NN,I-ARG0,NEB
2750,166,warrior,NNS,I-ARG0,NEO
2751,166,used,VBN,B-V,Nothing
2752,166,weak,JJ,B-ARG1,NEB
2753,166,grade,NN,I-ARG1,NEI
2754,166,encryption,NN,I-ARG1,NEO
2755,167,critical,JJ,B-ARG1,NEB
2756,167,vulnerability,NN,I-ARG1,NEO
2757,167,patched,VBN,B-V,Nothing
2758,167,in,IN,B-ARGM-LOC,Nothing
2759,167,pop,NN,I-ARGM-LOC,NEB
2760,167,package,NN,I-ARGM-LOC,NEI
2761,167,repository,NN,I-ARGM-LOC,NEO
2762,168,cracking,VBG,O,Nothing
2763,168,ransom,NN,O,NEB
2764,168,are,VBP,O,Nothing
2765,168,ransom,JJ,O,NEB
2766,168,warrior,JJ,O,Nothing
2767,168,victims,NNS,O,NEB
2768,168,can,MD,O,Nothing
2769,168,now,RB,O,Nothing
2770,168,retrieve,VB,O,Nothing
2771,168,files,NNS,O,NEB
2772,168,for,IN,O,Nothing
2773,168,free,JJ,O,Nothing
2774,168,victims,NNS,O,NEB
2775,168,of,IN,O,Nothing
2776,168,a,DT,O,Nothing
2777,168,new,JJ,O,Nothing
2778,168,form,NN,O,NEB
2779,168,of,IN,O,Nothing
2780,168,ransom,NN,O,NEB
2781,168,are,VBP,O,Nothing
2782,168,that,IN,O,Nothing
2783,168,appeared,VBD,O,Nothing
2784,168,just,RB,O,Nothing
2785,168,weeks,NNS,O,NEB
2786,168,ago,RB,O,Nothing
2787,168,can,MD,O,Nothing
2788,168,now,RB,O,Nothing
2789,168,retrieve,VB,O,Nothing
2790,168,their,PRP$,O,Nothing
2791,168,encrypted,JJ,O,Nothing
2792,168,files,NNS,O,NEB
2793,168,without,IN,O,Nothing
2794,168,having,VBG,B-V,Nothing
2795,168,to,TO,O,Nothing
2796,168,pay,VB,O,Nothing
2797,168,a,DT,O,Nothing
2798,168,bit,NN,O,NEB
2799,168,coin,JJ,O,NEB
2800,168,ransom,NN,O,NEB
2801,168,cadet,NN,O,NEO
2802,169,top,JJ,B-ARG1,NEB
2803,169,story,NN,I-ARG1,NEO
2804,169,microsoft,JJ,I-ARG1,Nothing
2805,169,patch,NN,I-ARG1,NEB
2806,169,awaited,VBD,B-V,Nothing
2807,169,for,IN,B-ARG2,Nothing
2808,169,zero,CD,I-ARG2,Nothing
2809,169,day,NN,I-ARG2,Nothing
2810,169,vulnerability,NN,I-ARG2,Nothing
2811,171,cybersex,NN,O,NEI
2812,171,rite,NN,O,NEO
2813,171,cracking,VBG,O,Nothing
2814,171,ransom,NNS,O,NEB
2815,171,are,VBP,O,Nothing
2816,171,ransom,JJ,B-ARG0,NEB
2817,171,warrior,JJ,I-ARG0,Nothing
2818,171,victims,NNS,I-ARG0,NEB
2819,171,can,MD,B-ARGM-MOD,Nothing
2820,171,now,RB,B-ARGM-TMP,Nothing
2821,171,retrieve,VB,B-V,Nothing
2822,171,files,NNS,B-ARG1,NEB
2823,171,for,IN,B-ARGM-MNR,Nothing
2824,171,free,JJ,I-ARGM-MNR,NEB
2825,172,cracking,VBG,O,Nothing
2826,172,ransom,NN,O,NEB
2827,172,are,VBP,O,Nothing
2828,172,ransom,JJ,B-ARG0,NEB
2829,172,warrior,JJ,I-ARG0,Nothing
2830,172,victims,NNS,I-ARG0,NEB
2831,172,can,MD,B-ARGM-MOD,Nothing
2832,172,now,RB,B-ARGM-TMP,Nothing
2833,172,retrieve,VB,B-V,Nothing
2834,172,files,NNS,B-ARG1,NEB
2835,172,for,IN,B-ARGM-MNR,Nothing
2836,172,free,JJ,I-ARGM-MNR,NEB
2837,172,via,IN,B-ARGM-MNR,Nothing
2838,172,net,JJ,I-ARGM-MNR,NEB
2839,172,amp,NN,I-ARGM-MNR,NEO
2840,173,vulnerability,NN,B-ARG0,NEB
2841,173,in,IN,I-ARG0,Nothing
2842,173,the,DT,I-ARG0,Nothing
2843,173,gift,NN,I-ARG0,NEB
2844,173,vouchers,NNS,I-ARG0,NEO
2845,173,plugin,VBP,B-ARG0,Nothing
2846,173,through,IN,I-ARG0,Nothing
2847,173,a,DT,I-ARG0,Nothing
2848,173,a,DT,I-ARG0,Nothing
2849,173,a,DT,I-ARG0,Nothing
2850,173,for,IN,I-ARG0,Nothing
2851,173,word,NN,I-ARG0,NEB
2852,173,press,NN,I-ARG0,NEO
2853,173,allows,VBZ,B-V,Nothing
2854,173,sol,JJ,B-ARG1,NEB
2855,173,injection,NN,I-ARG1,NEI
2856,173,cube,NN,I-ARG1,NEI
2857,173,security,NN,I-ARG1,NEO
2858,174,so,RB,O,Nothing
2859,174,many,JJ,O,Nothing
2860,174,missteps,NNS,O,NEB
2861,174,after,IN,O,Nothing
2862,174,ransom,NN,O,NEB
2863,174,are,VBP,O,Nothing
2864,174,paid,VBN,O,Nothing
2865,174,to,TO,O,Nothing
2866,174,decrypt,VB,B-V,Nothing
2867,174,somehow,RB,B-ARG1,Nothing
2868,174,gave,VBD,B-ARG1,Nothing
2869,174,files,NNS,I-ARG1,NEB
2870,174,with,IN,I-ARG1,Nothing
2871,174,sensitive,JJ,I-ARG1,Nothing
2872,174,data,NNS,I-ARG1,NEB
2873,174,to,TO,I-ARG1,Nothing
2874,174,attackers,NNS,I-ARG1,NEB
2875,174,obvious,JJ,I-ARG1,Nothing
2876,174,data,NNS,I-ARG1,NEB
2877,174,reach,NN,I-ARG1,NEO
2878,175,misfortune,NN,B-ARG0,NEB
2879,175,cookie,NN,I-ARG0,NEI
2880,175,vulnerability,NN,I-ARG0,NEI
2881,175,returns,NNS,O,NEO
2882,175,to,TO,O,Nothing
2883,175,impact,VB,B-V,NEB
2884,175,medical,JJ,B-ARG1,NEB
2885,175,devices,NNS,I-ARG1,NEI
